"11357"	"SRP012682"	"SRS627432"	"SRX570102"	"SRR1335188"	"<UBERON:0001021: nerve>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11358"	"SRP012682"	"SRS408192"	"SRX260054"	"SRR808862"	"<UBERON:0002369: adrenal gland>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11359"	"SRP012682"	"SRS634803"	"SRX591218"	"SRR1380886"	"<UBERON:0001264: pancreas>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11360"	"SRP012682"	"SRS645773"	"SRX622601"	"SRR1453591"	"<UBERON:0000945: stomach>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"<UBERON:0003100: female organism>"
"11361"	"SRP012682"	"SRS374840"	"SRX203745"	"SRR615407"	"<UBERON:0000178: blood>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"<UBERON:0003101: male organism>"
"11362"	"SRP012682"	"SRS644537"	"SRX618126"	"SRR1443092"	"<UBERON:0002113: kidney>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"<UBERON:0003101: male organism>"
"11363"	"SRP012682"	"SRS389520"	"SRX222160"	"SRR657372"	"<UBERON:0002046: thyroid gland>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"<UBERON:0003101: male organism>"
"11364"	"SRP012682"	"SRS645897"	"SRX623688"	"SRR1456250"	"<UBERON:0001155: colon>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"<UBERON:0003101: male organism>"
"11365"	"SRP012682"	"SRS524506"	"SRX408321"	"SRR1075825"	"<UBERON:0001021: nerve>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"<UBERON:0003101: male organism>"
"11366"	"SRP012682"	"SRS627092"	"SRX568325"	"SRR1331311"	"<UBERON:0000178: blood>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"<UBERON:0003100: female organism>"
"11367"	"SRP012682"	"SRS624502"	"SRX560072"	"SRR1313664"	"<UBERON:0002108: small intestine>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11368"	"SRP012682"	"SRS645824"	"SRX623051"	"SRR1454671"	"<UBERON:0000014: zone of skin>"	"<CL:0000057: fibroblast>"	NA	NA	NA	NA	"<CL:0000057: fibroblast>"	NA	NA	NA	NA	NA
"11369"	"SRP012682"	"SRS644031"	"SRX614825"	"SRR1433708"	"<UBERON:0001155: colon>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"<UBERON:0003100: female organism>"
"11370"	"SRP012682"	"SRS650102"	"SRX640350"	"SRR1498997"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"<UBERON:0003100: female organism>"
"11371"	"SRP012682"	"SRS645814"	"SRX622959"	"SRR1454460"	"<UBERON:0000992: female gonad>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11372"	"SRP012682"	"SRS639283"	"SRX605616"	"SRR1415637"	"<UBERON:0001013: adipose tissue>"	"<UBERON:0001013: adipose tissue>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11373"	"SRP012682"	"SRS389782"	"SRX222898"	"SRR661167"	"<UBERON:0001013: adipose tissue>"	"<UBERON:0001013: adipose tissue>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11374"	"SRP012682"	"SRS524744"	"SRX411100"	"SRR1081283"	"<UBERON:0002048: lung>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"<UBERON:0003101: male organism>"
"11375"	"SRP012682"	"SRS639319"	"SRX605920"	"SRR1416386"	"<UBERON:0000014: zone of skin>"	"<CL:0000057: fibroblast>"	NA	NA	NA	NA	"<CL:0000057: fibroblast>"	NA	NA	NA	NA	NA
"11376"	"SRP012682"	"SRS644745"	"SRX619911"	"SRR1447523"	"<UBERON:0000178: blood>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"<UBERON:0003100: female organism>"
"11377"	"SRP012682"	"SRS374896"	"SRX203868"	"SRR615177"	"<UBERON:0000178: blood>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"<UBERON:0003101: male organism>"
"11378"	"SRP012682"	"SRS648760"	"SRX633377"	"SRR1477883"	"<UBERON:0000014: zone of skin>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11379"	"SRP012682"	"SRS638099"	"SRX601424"	"SRR1404623"	"<UBERON:0000992: female gonad>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11380"	"SRP012682"	"SRS629302"	"SRX575969"	"SRR1348339"	"<UBERON:0001954: Ammon's horn>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"<UBERON:0003100: female organism>"
"11381"	"SRP012682"	"SRS625616"	"SRX563786"	"SRR1322010"	"<UBERON:0002037: cerebellum>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11382"	"SRP012682"	"SRS637284"	"SRX597522"	"SRR1394495"	"<UBERON:0000014: zone of skin>"	"<CL:0000057: fibroblast>"	NA	NA	NA	NA	"<CL:0000057: fibroblast>"	NA	NA	NA	NA	NA
"11383"	"SRP012682"	"SRS644489"	"SRX617737"	"SRR1442087"	"<UBERON:0000007: pituitary gland>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"<UBERON:0003101: male organism>"
"11384"	"SRP012682"	"SRS648280"	"SRX629144"	"SRR1467904"	"<UBERON:0002084: heart left ventricle>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"<UBERON:0003101: male organism>"
"11385"	"SRP012682"	"SRS645719"	"SRX622104"	"SRR1452399"	"<UBERON:0004550: gastroesophageal sphincter>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"<UBERON:0003101: male organism>"
"11386"	"SRP012682"	"SRS639521"	"SRX607615"	"SRR1420493"	"<UBERON:0002038: substantia nigra>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"<UBERON:0003100: female organism>"
"11387"	"SRP012682"	"SRS648488"	"SRX631034"	"SRR1472347"	"<UBERON:0004648: esophagus muscularis mucosa>"	"<UBERON:0004648: esophagus muscularis mucosa>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"<UBERON:0003101: male organism>"
"11388"	"SRP012682"	"SRS644516"	"SRX617942"	"SRR1442648"	"<UBERON:0006618: atrium auricular region>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"<UBERON:0003101: male organism>"
"11389"	"SRP012682"	"SRS644040"	"SRX614907"	"SRR1433902"	"<UBERON:0001155: colon>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"<UBERON:0003101: male organism>"
"11390"	"SRP012682"	"SRS625562"	"SRX563418"	"SRR1321064"	"<UBERON:0000014: zone of skin>"	"<CL:0000057: fibroblast>"	NA	NA	NA	NA	"<CL:0000057: fibroblast>"	NA	NA	NA	NA	NA
"11391"	"SRP012682"	"SRS389086"	"SRX221477"	"SRR655435"	"<UBERON:0001876: amygdala>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"<UBERON:0003100: female organism>"
"11392"	"SRP012682"	"SRS389842"	"SRX223071"	"SRR663440"	"<UBERON:0001013: adipose tissue>"	"<UBERON:0001013: adipose tissue>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
