1028941934	3605672949
39444052	68323730
634581677	1049229711
1588289515	2732400552
56078529210	190642574544
6002769	4369110
219486742	399002194
756524263	1242542326
20078954	22650095
411217560	129622207
710943	934534
18864930	17167747
744192	2039550
11814563	9074254
195993	359477
432723	573102
177017	76593
49129	45234
2845739	231541
25543301	14614350
357378	526804
298453	544125
677521	1167823
77092013	48087421
2822783	2889483
844477	550656
2667539	2393844
136524	134880
50225	6548
30988566	21942345
39540	4518
301216	23552
102003	48501
142577	11006
29517	3188
65660	6225
239160	22874
115505	19784
235131	31120
1267651	84360
131856	11657
61277	8992
28972	5627
114419	23032
66899	11112
169914	19135
87105	7307
329145	28420
20593	3541
59501	10709
78691	15544
29251	8814
116616	9223
52965	6462
54547	8182
67464	7769
103728	15141
39982	9450
1278583	550969
205608	188386
26988	23992
76451726	639271081
13903282	11041970
20593	2937
37276	3739
22575	3291
877081	111085
8250	8487
3692176	10383313
413129235	245611940
57552750	98403239
393203488	232045399
1628516995	1931610102
3034885459	4759683071
1538008542	3713165972
20781389	8022096
489805255	1950115106
948224830	2631923041
1990987089	2770208892
6387046489	9795331789
6639609	526277
670202642	7624563388
1738881266	2433310561
33958400	28213501
3176714082	4872021908
1202286748	971181369
86260906	262580490
14476934	3900537
1662268426	2345608777
3085039	2420348
368451	488940
17943278	8748141
326035	433852
4522604	2349794
259326487	240827994
1492337	708902
179772	167345
410318	782120
9812780	6945025
48781	194903
3187840	643973
96872	35964
931775277	805234172
2304871	1246591
65539649	21665397
2870112	2587270
651759	5044090
85487	208931
1185277	3381875
334747	1297914
54483	31587
146939	691189
11485	54063
137825991	119326039
210371641	136299732
91098059	356412137
28106173	62260896
152862	122486
56614	14091
711161	1585526
65868	58611
4675	3010
2905	5259
4723	3471
49570	19957
265080	51972
41188	56757
5134	4187
90541770	304834205
239369	405283
48996	23331
5208	5178
1555020	1508102
24464	23058
5501	4553
134953	99708
27963833	29381011
4243	19294
1247	5208
1147781	271937
10426914	24586320
205279	542252
3327893	3123174
1960132	1753336
118556	161220
15820485	23669360
324455	315393
15549	10193
14914	31134
1479889	44494
24448	68081
1327	2493
57156	26442
70933	39332
20552	10199
7583	28042
509060	137774
419049	341864
18735	31032
235606	253757
46346042	40323409
1581306	1482735
1965	3477
51586	102883
84512	95434
757009	2558265
221905	787048
142079	91981
268680742	228926704
11258857	62204535
788101150	962612223
42005	997434
11119	296429
612055	551516
311820719	332924333
14918988	9813839
650463067	214729146
120250386	38656471
412288	1495656
15838739	20645297
37984719	27560794
161137624	265754513
247660347	70267780
21584706	5268514
44999451	32760329
16260000	110988552
18994050	18231397
4347738	12958060
29825932	85142803
8075935	2540132
248740066	586385848
2856890	2388730
82535689	53328849
1029222088	1027206532
90951013	8275169
38429240	61220912
240386760	138010567
9180903	11724190
164397783	180702097
9745833	4842115
204741148	163425739
199279828	142600416
5928450	14541374
3970148419	6334461757
3455964	172601
6160356	1191281
19066733	29526055
58347147	69352613
8855453	1984753
9306812	12309718
255340698	202502842
4457618	6924956
6731514	11160544
63350827	31224416
8424558	34163498
95760277	132478541
84131548	247601079
14134461	38524877
9933871	2380800
3263514769	8984299445
124923270	107785072
239289110	172666261
500495176	531746112
2383707	1207249
58555786	67167410
22669730	20908465
274641082	389456853
384816015	681008663
10823214	36608523
291310513	69155531
339362628	1312713086
32413024	7865602
18924357	2271302
3870885	10013659
4363213253	8300862293
53646373	127013803
7833838	3031174
